"path","top_level","category","subsystem","size_bytes","last_write_utc","extension","action","rationale","risk","evidence","owner","notes","bucket"
"client/node_modules/@babel/types/lib/retrievers/getOuterBindingIdentifiers.js","client","frontend","unclassified","419","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/retrievers/getOuterBindingIdentifiers.js.map","client","frontend","unclassified","1112","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/traverse/traverse.js","client","frontend","unclassified","1227","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/traverse/traverse.js.map","client","frontend","unclassified","3536","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/traverse/traverseFast.js","client","frontend","unclassified","961","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/traverse/traverseFast.js.map","client","frontend","unclassified","2789","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/deprecationWarning.js","client","frontend","unclassified","1223","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/deprecationWarning.js.map","client","frontend","unclassified","3225","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/inherit.js","client","frontend","unclassified","304","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/inherit.js.map","client","frontend","unclassified","890","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/react/cleanJSXElementLiteralChild.js","client","frontend","unclassified","1175","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/react/cleanJSXElementLiteralChild.js.map","client","frontend","unclassified","2838","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/shallowEqual.js","client","frontend","unclassified","350","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/utils/shallowEqual.js.map","client","frontend","unclassified","811","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/buildMatchMemberExpression.js","client","frontend","unclassified","409","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/buildMatchMemberExpression.js.map","client","frontend","unclassified","1079","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/generated/index.js","client","frontend","unclassified","96324","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/generated/index.js.map","client","frontend","unclassified","290238","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/is.js","client","frontend","unclassified","769","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/is.js.map","client","frontend","unclassified","3049","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isBinding.js","client","frontend","unclassified","776","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isBinding.js.map","client","frontend","unclassified","2033","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isBlockScoped.js","client","frontend","unclassified","390","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isBlockScoped.js.map","client","frontend","unclassified","841","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isImmutable.js","client","frontend","unclassified","487","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isImmutable.js.map","client","frontend","unclassified","1062","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isLet.js","client","frontend","unclassified","384","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isLet.js.map","client","frontend","unclassified","1169","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isNode.js","client","frontend","unclassified","270","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isNode.js.map","client","frontend","unclassified","534","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isNodesEquivalent.js","client","frontend","unclassified","1481","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isNodesEquivalent.js.map","client","frontend","unclassified","3489","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isPlaceholderType.js","client","frontend","unclassified","470","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isPlaceholderType.js.map","client","frontend","unclassified","999","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isReferenced.js","client","frontend","unclassified","2615","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isReferenced.js.map","client","frontend","unclassified","7035","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isScope.js","client","frontend","unclassified","534","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isScope.js.map","client","frontend","unclassified","1517","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isSpecifierDefault.js","client","frontend","unclassified","410","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isSpecifierDefault.js.map","client","frontend","unclassified","994","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isType.js","client","frontend","unclassified","505","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isType.js.map","client","frontend","unclassified","1687","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isValidES3Identifier.js","client","frontend","unclassified","649","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isValidES3Identifier.js.map","client","frontend","unclassified","1483","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isValidIdentifier.js","client","frontend","unclassified","584","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isValidIdentifier.js.map","client","frontend","unclassified","1191","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isVar.js","client","frontend","unclassified","383","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/isVar.js.map","client","frontend","unclassified","1178","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/matchesPattern.js","client","frontend","unclassified","1422","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/matchesPattern.js.map","client","frontend","unclassified","3894","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/react/isCompatTag.js","client","frontend","unclassified","232","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/react/isCompatTag.js.map","client","frontend","unclassified","437","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/react/isReactComponent.js","client","frontend","unclassified","368","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/react/isReactComponent.js.map","client","frontend","unclassified","587","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/validate.js","client","frontend","unclassified","1490","2026-03-02T20:59:49Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/lib/validators/validate.js.map","client","frontend","unclassified","3177","2026-03-02T20:59:49Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/LICENSE","client","frontend","unclassified","1106","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/package.json","client","frontend","unclassified","1065","2026-03-02T20:59:49Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/types/README.md","client","frontend","unclassified","446","2026-03-02T20:59:47Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@esbuild/win32-x64/esbuild.exe","client","frontend","unclassified","9913856","2026-03-02T20:59:48Z",".exe","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@esbuild/win32-x64/package.json","client","frontend","unclassified","374","2026-03-02T20:59:48Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@esbuild/win32-x64/README.md","client","frontend","unclassified","143","2026-03-02T20:59:48Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.mjs","client","frontend","unclassified","7969","2026-03-02T20:59:48Z",".mjs","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.mjs.map","client","frontend","unclassified","5917","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.umd.js","client","frontend","unclassified","11170","2026-03-02T20:59:47Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/gen-mapping.umd.js.map","client","frontend","unclassified","6222","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/types/gen-mapping.d.ts","client","frontend","unclassified","3826","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/types/set-array.d.ts","client","frontend","unclassified","1217","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/types/sourcemap-segment.d.ts","client","frontend","unclassified","521","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/dist/types/types.d.ts","client","frontend","unclassified","997","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/LICENSE","client","frontend","unclassified","1080","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/package.json","client","frontend","unclassified","2201","2026-03-02T20:59:47Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/README.md","client","frontend","unclassified","7506","2026-03-02T20:59:48Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/src/gen-mapping.ts","client","frontend","unclassified","17131","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/src/set-array.ts","client","frontend","unclassified","2362","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/src/sourcemap-segment.ts","client","frontend","unclassified","480","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/src/types.ts","client","frontend","unclassified","1438","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/gen-mapping.d.cts","client","frontend","unclassified","3871","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/gen-mapping.d.cts.map","client","frontend","unclassified","2603","2026-03-02T20:59:47Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/gen-mapping.d.mts","client","frontend","unclassified","3871","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/gen-mapping.d.mts.map","client","frontend","unclassified","2603","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/set-array.d.cts","client","frontend","unclassified","1256","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/set-array.d.cts.map","client","frontend","unclassified","757","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/set-array.d.mts","client","frontend","unclassified","1256","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/set-array.d.mts.map","client","frontend","unclassified","757","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/sourcemap-segment.d.cts","client","frontend","unclassified","568","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/sourcemap-segment.d.cts.map","client","frontend","unclassified","597","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/sourcemap-segment.d.mts","client","frontend","unclassified","568","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/sourcemap-segment.d.mts.map","client","frontend","unclassified","597","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/types.d.cts","client","frontend","unclassified","1036","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/types.d.cts.map","client","frontend","unclassified","1192","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/types.d.mts","client","frontend","unclassified","1036","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/gen-mapping/types/types.d.mts.map","client","frontend","unclassified","1192","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/dist/remapping.mjs","client","frontend","unclassified","4829","2026-03-02T20:59:48Z",".mjs","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/dist/remapping.mjs.map","client","frontend","unclassified","3558","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/dist/remapping.umd.js","client","frontend","unclassified","7880","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/dist/remapping.umd.js.map","client","frontend","unclassified","3849","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/LICENSE","client","frontend","unclassified","1080","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/package.json","client","frontend","unclassified","2307","2026-03-02T20:59:48Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/README.md","client","frontend","unclassified","7304","2026-03-02T20:59:48Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/src/build-source-map-tree.ts","client","frontend","unclassified","3393","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/src/remapping.ts","client","frontend","unclassified","1448","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/src/source-map.ts","client","frontend","unclassified","1357","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/src/source-map-tree.ts","client","frontend","unclassified","4823","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/src/types.ts","client","frontend","unclassified","588","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.cts","client","frontend","unclassified","858","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.cts.map","client","frontend","unclassified","375","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.mts","client","frontend","unclassified","858","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/build-source-map-tree.d.mts.map","client","frontend","unclassified","375","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/remapping.d.cts","client","frontend","unclassified","1145","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/remapping.d.cts.map","client","frontend","unclassified","534","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/remapping.d.mts","client","frontend","unclassified","1145","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/remapping.d.mts.map","client","frontend","unclassified","534","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map.d.cts","client","frontend","unclassified","667","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map.d.cts.map","client","frontend","unclassified","688","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map.d.mts","client","frontend","unclassified","667","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map.d.mts.map","client","frontend","unclassified","688","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map-tree.d.cts","client","frontend","unclassified","1688","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map-tree.d.cts.map","client","frontend","unclassified","1222","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map-tree.d.mts","client","frontend","unclassified","1688","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/source-map-tree.d.mts.map","client","frontend","unclassified","1222","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/types.d.cts","client","frontend","unclassified","619","2026-03-02T20:59:48Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/types.d.cts.map","client","frontend","unclassified","679","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/types.d.mts","client","frontend","unclassified","619","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/remapping/types/types.d.mts.map","client","frontend","unclassified","679","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.mjs","client","frontend","unclassified","8609","2026-03-02T20:59:47Z",".mjs","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.mjs.map","client","frontend","unclassified","14262","2026-03-02T20:59:47Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.umd.js","client","frontend","unclassified","9866","2026-03-02T20:59:47Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/dist/resolve-uri.umd.js.map","client","frontend","unclassified","14298","2026-03-02T20:59:47Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/dist/types/resolve-uri.d.ts","client","frontend","unclassified","150","2026-03-02T20:59:47Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/LICENSE","client","frontend","unclassified","1079","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/package.json","client","frontend","unclassified","2063","2026-03-02T20:59:47Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/resolve-uri/README.md","client","frontend","unclassified","2826","2026-03-02T20:59:47Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.mjs","client","frontend","unclassified","12869","2026-03-02T20:59:48Z",".mjs","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.mjs.map","client","frontend","unclassified","9612","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.umd.js","client","frontend","unclassified","14590","2026-03-02T20:59:47Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/dist/sourcemap-codec.umd.js.map","client","frontend","unclassified","9700","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/LICENSE","client","frontend","unclassified","1080","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/package.json","client","frontend","unclassified","2150","2026-03-02T20:59:47Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/README.md","client","frontend","unclassified","10051","2026-03-02T20:59:48Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/src/scopes.ts","client","frontend","unclassified","9713","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/src/sourcemap-codec.ts","client","frontend","unclassified","3203","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/src/strings.ts","client","frontend","unclassified","1503","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/src/vlq.ts","client","frontend","unclassified","1387","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.cts","client","frontend","unclassified","1151","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.cts.map","client","frontend","unclassified","1348","2026-03-02T20:59:47Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.mts","client","frontend","unclassified","1151","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/scopes.d.mts.map","client","frontend","unclassified","1348","2026-03-02T20:59:47Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.cts","client","frontend","unclassified","699","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.cts.map","client","frontend","unclassified","705","2026-03-02T20:59:47Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.mts","client","frontend","unclassified","699","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/sourcemap-codec.d.mts.map","client","frontend","unclassified","705","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/strings.d.cts","client","frontend","unclassified","361","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/strings.d.cts.map","client","frontend","unclassified","422","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/strings.d.mts","client","frontend","unclassified","361","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/strings.d.mts.map","client","frontend","unclassified","422","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.cts","client","frontend","unclassified","442","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.cts.map","client","frontend","unclassified","449","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.mts","client","frontend","unclassified","442","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/sourcemap-codec/types/vlq.d.mts.map","client","frontend","unclassified","449","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
