"path","top_level","category","subsystem","size_bytes","last_write_utc","extension","action","rationale","risk","evidence","owner","notes","bucket"
"improvements/minors/archive/65-add-constellation-graph-view-v1.md","improvements","planning_docs","improvement_items","4172","2026-03-04T17:44:29Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/66-compass-redaction-for-inaccessible-moves.md","improvements","planning_docs","improvement_items","3269","2026-03-03T20:41:36Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/67-add-dev-runtime-preflight-and-command-surface.md","improvements","planning_docs","improvement_items","1502","2026-03-03T17:24:24Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/68-make-place-panel-refresh-best-effort-after-turn-render.md","improvements","planning_docs","improvement_items","2630","2026-03-03T20:41:36Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/69-add-root-runtime-readme-and-harness-link.md","improvements","planning_docs","improvement_items","1231","2026-03-03T17:24:24Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/70-remove-stale-run-true-tests-command-references.md","improvements","planning_docs","improvement_items","1280","2026-03-03T17:24:24Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/71-switch-default-llm-to-fluency-model.md","improvements","planning_docs","improvement_items","3172","2026-03-04T00:03:21Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/72-add-jit-beat-generation-feature-flag.md","improvements","planning_docs","improvement_items","1237","2026-03-04T02:19:20Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/73-add-world-bible-prompt-and-generator.md","improvements","planning_docs","improvement_items","3060","2026-03-04T02:19:20Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/74-add-jit-beat-generation-function.md","improvements","planning_docs","improvement_items","3786","2026-03-04T02:19:20Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/75-wire-jit-pipeline-bootstrap-and-api.md","improvements","planning_docs","improvement_items","5146","2026-03-04T02:19:20Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/76-add-staged-lint-baseline-gates-for-newly-touched-files.md","improvements","planning_docs","improvement_items","1655","2026-03-05T03:21:45Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/77-make-llm-calls-non-blocking-in-request-paths.md","improvements","planning_docs","improvement_items","2090","2026-03-05T03:33:56Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/78-unify-llm-json-extraction-and-schema-validation.md","improvements","planning_docs","improvement_items","2077","2026-03-05T03:50:00Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/79-add-auth-and-rate-limits-to-author-and-generation-endpoints.md","improvements","planning_docs","improvement_items","1170","2026-03-04T04:29:58Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/80-add-structured-logging-and-request-correlation-ids.md","improvements","planning_docs","improvement_items","2290","2026-03-05T04:44:01Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/81-audit-archived-improvements-against-acceptance-criteria.md","improvements","planning_docs","improvement_items","1150","2026-03-04T04:29:58Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/82-refresh-claude-docs-to-match-current-runtime-and-prompting.md","improvements","planning_docs","improvement_items","1009","2026-03-04T04:29:58Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/83-add-env-example-and-golden-path-verify-command.md","improvements","planning_docs","improvement_items","1054","2026-03-04T04:29:58Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/84-extend-narrative-eval-harness-with-coherence-metrics.md","improvements","planning_docs","improvement_items","2107","2026-03-05T04:54:30Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/86-move-choice-inc-dec-application-to-server-reducer.md","improvements","planning_docs","improvement_items","1018","2026-03-04T04:37:26Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/88-backfill-primary-goal-when-empty-after-initial-turn.md","improvements","planning_docs","improvement_items","2026","2026-03-05T05:08:56Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/89-add-storylet-effects-contract-and-server-application.md","improvements","planning_docs","improvement_items","2456","2026-03-05T05:28:25Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/90-add-startup-setup-modal-for-missing-api-key-or-model.md","improvements","planning_docs","improvement_items","1658","2026-03-04T17:07:36Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/91-retrigger-setup-modal-after-dev-hard-reset-when-env-is-incomplete.md","improvements","planning_docs","improvement_items","1499","2026-03-04T17:07:39Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/92-add-global-settings-menu-for-model-key-and-runtime-toggles.md","improvements","planning_docs","improvement_items","1669","2026-03-04T17:07:41Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/93-add-constellation-graph-view-v2.md","improvements","planning_docs","improvement_items","920","2026-03-04T17:44:29Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/94-unify-next-and-action-persistence-semantics.md","improvements","planning_docs","improvement_items","1403","2026-03-04T23:44:17Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/95-implement-two-phase-llm-parameter-sweep-harness.md","improvements","planning_docs","improvement_items","2789","2026-03-05T06:51:12Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/96-expand-static-quality-gates-to-tests-scripts-and-warning-budget.md","improvements","planning_docs","improvement_items","3454","2026-03-05T06:27:25Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/archive/98-fix-prefetch-status-contract-in-long-run-harness.md","improvements","planning_docs","improvement_items","2282","2026-03-05T15:05:01Z",".md","TBD","","","","","","planning_archive_history"
"improvements/minors/MINOR_SCHEMA.md","improvements","planning_docs","improvement_items","545","2026-03-02T15:04:35Z",".md","TBD","","","","","","planning_active_docs"
"improvements/prompts/old_improvement_prompt.md","improvements","planning_docs","unclassified","1653","2026-03-03T01:34:44Z",".md","TBD","","","","","","planning_active_docs"
"improvements/prompts/pruning_prompts.md","improvements","planning_docs","unclassified","4348","2026-03-03T18:06:46Z",".md","TBD","","","","","","planning_active_docs"
"improvements/prompts/startup_prompts.md","improvements","planning_docs","unclassified","2813","2026-03-03T18:06:46Z",".md","TBD","","","","","","planning_active_docs"
"improvements/pytest-warning-baseline.json","improvements","planning_docs","unclassified","315","2026-03-05T06:26:31Z",".json","TBD","","","","","","planning_active_docs"
"improvements/refactor_phase_checklist.md","improvements","planning_docs","unclassified","1714","2026-03-05T02:53:28Z",".md","TBD","","","","","","planning_active_docs"
"improvements/ROADMAP.md","improvements","planning_docs","unclassified","2856","2026-03-06T00:56:42Z",".md","TBD","","","","","","planning_active_docs"
"improvements/VISION.md","improvements","planning_docs","unclassified","3571","2026-03-06T00:39:27Z",".md","TBD","","","","","","planning_active_docs"
"main.py","main.py","misc","unclassified","5187","2026-03-05T04:42:35Z",".py","TBD","","","","","","source_runtime_tooling"
"playtest.py","playtest.py","misc","unclassified","6768","2026-03-04T07:23:51Z",".py","TBD","","","","","","source_harness_tooling"
"playtest_api_harness/__pycache__/api_first_llm_playtest.cpython-312.pyc","playtest_api_harness","harness","unclassified","37307","2026-03-06T02:31:08Z",".pyc","TBD","","","","","","source_harness_tooling"
"playtest_api_harness/api_first_llm_playtest.py","playtest_api_harness","harness","unclassified","27375","2026-03-06T02:30:56Z",".py","TBD","","","","","","source_harness_tooling"
"playtest_api_harness/LLM_PLAYTEST_GUIDE.md","playtest_api_harness","harness","unclassified","6100","2026-03-06T02:36:43Z",".md","TBD","","","","","","source_harness_tooling"
"playtest_harness/__pycache__/llm_playtest.cpython-312.pyc","playtest_harness","harness","unclassified","28289","2026-03-06T01:36:47Z",".pyc","TBD","","","","","","source_harness_tooling"
"playtest_harness/__pycache__/long_run_harness.cpython-312.pyc","playtest_harness","harness","unclassified","81418","2026-03-05T23:33:14Z",".pyc","TBD","","","","","","source_harness_tooling"
"playtest_harness/__pycache__/parameter_sweep.cpython-312.pyc","playtest_harness","harness","unclassified","62457","2026-03-05T23:33:14Z",".pyc","TBD","","","","","","source_harness_tooling"
"playtest_harness/harness.py","playtest_harness","harness","unclassified","6103","2026-03-06T01:19:23Z",".py","TBD","","","","","","source_harness_tooling"
"playtest_harness/input.txt","playtest_harness","harness","unclassified","268","2026-03-04T16:25:05Z",".txt","TBD","","","","","","source_harness_tooling"
"playtest_harness/input_fantasy.txt","playtest_harness","harness","unclassified","247","2026-03-04T16:35:52Z",".txt","TBD","","","","","","source_harness_tooling"
"playtest_harness/llm_playtest.py","playtest_harness","harness","unclassified","21177","2026-03-06T01:34:55Z",".py","TBD","","","","","","source_harness_tooling"
"playtest_harness/LLM_PLAYTEST_GUIDE.md","playtest_harness","harness","unclassified","3278","2026-03-06T02:29:44Z",".md","TBD","","","","","","source_harness_tooling"
"playtest_harness/long_run_harness.py","playtest_harness","harness","unclassified","69281","2026-03-05T23:32:18Z",".py","TBD","","","","","","source_harness_tooling"
"playtest_harness/parameter_sweep.py","playtest_harness","harness","unclassified","52313","2026-03-05T23:32:43Z",".py","TBD","","","","","","source_harness_tooling"
"playtests/agent_runs/api_first/20260306t024003z/backend.err.log","playtests","playtest_artifacts","agent_runs","1101","2026-03-06T02:40:05Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/backend.out.log","playtests","playtest_artifacts","agent_runs","0","2026-03-06T02:40:03Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/backend.pid","playtests","playtest_artifacts","agent_runs","6","2026-03-06T02:40:03Z",".pid","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/bootstrap.json","playtests","playtest_artifacts","agent_runs","3861","2026-03-06T02:40:19Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/decisions/decision_1.json","playtests","playtest_artifacts","agent_runs","459","2026-03-06T02:40:47Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/decisions/decision_2.json","playtests","playtest_artifacts","agent_runs","423","2026-03-06T02:41:19Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/inbox/decision_1.json","playtests","playtest_artifacts","agent_runs","193","2026-03-06T02:40:37Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/inbox/decision_2.json","playtests","playtest_artifacts","agent_runs","287","2026-03-06T02:41:06Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/inbox/prompt_turn_1.md","playtests","playtest_artifacts","agent_runs","4414","2026-03-06T02:40:25Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/inbox/prompt_turn_2.md","playtests","playtest_artifacts","agent_runs","5746","2026-03-06T02:40:53Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/manifest.json","playtests","playtest_artifacts","agent_runs","1321","2026-03-06T02:41:44Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/session.txt","playtests","playtest_artifacts","agent_runs","26","2026-03-06T02:40:19Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/summary.json","playtests","playtest_artifacts","agent_runs","132","2026-03-06T02:41:26Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/transcript.md","playtests","playtest_artifacts","agent_runs","1979","2026-03-06T02:41:26Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4290","2026-03-06T02:40:19Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/turns/turn_2.json","playtests","playtest_artifacts","agent_runs","5563","2026-03-06T02:40:47Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024003z/turns/turn_3.json","playtests","playtest_artifacts","agent_runs","5979","2026-03-06T02:41:19Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/backend.err.log","playtests","playtest_artifacts","agent_runs","1100","2026-03-06T02:42:50Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/backend.out.log","playtests","playtest_artifacts","agent_runs","0","2026-03-06T02:42:49Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/backend.pid","playtests","playtest_artifacts","agent_runs","5","2026-03-06T02:42:49Z",".pid","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/bootstrap.json","playtests","playtest_artifacts","agent_runs","3914","2026-03-06T02:43:04Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/decisions/decision_1.json","playtests","playtest_artifacts","agent_runs","543","2026-03-06T02:43:46Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/decisions/decision_2.json","playtests","playtest_artifacts","agent_runs","474","2026-03-06T02:49:07Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/decisions/decision_3.json","playtests","playtest_artifacts","agent_runs","483","2026-03-06T02:49:37Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/decisions/decision_4.json","playtests","playtest_artifacts","agent_runs","552","2026-03-06T02:50:11Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/decisions/decision_5.json","playtests","playtest_artifacts","agent_runs","537","2026-03-06T02:50:59Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/decision_1.json","playtests","playtest_artifacts","agent_runs","226","2026-03-06T02:43:35Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/decision_2.json","playtests","playtest_artifacts","agent_runs","338","2026-03-06T02:48:51Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/decision_3.json","playtests","playtest_artifacts","agent_runs","219","2026-03-06T02:49:25Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/decision_4.json","playtests","playtest_artifacts","agent_runs","250","2026-03-06T02:49:58Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/decision_5.json","playtests","playtest_artifacts","agent_runs","401","2026-03-06T02:50:47Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/prompt_turn_1.md","playtests","playtest_artifacts","agent_runs","4787","2026-03-06T02:43:10Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/prompt_turn_2.md","playtests","playtest_artifacts","agent_runs","5852","2026-03-06T02:43:51Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/prompt_turn_3.md","playtests","playtest_artifacts","agent_runs","6259","2026-03-06T02:49:12Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/prompt_turn_4.md","playtests","playtest_artifacts","agent_runs","6819","2026-03-06T02:49:42Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/inbox/prompt_turn_5.md","playtests","playtest_artifacts","agent_runs","7398","2026-03-06T02:50:16Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/manifest.json","playtests","playtest_artifacts","agent_runs","1338","2026-03-06T02:51:21Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/session.txt","playtests","playtest_artifacts","agent_runs","26","2026-03-06T02:43:04Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/summary.json","playtests","playtest_artifacts","agent_runs","132","2026-03-06T02:51:04Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/transcript.md","playtests","playtest_artifacts","agent_runs","5229","2026-03-06T02:51:04Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4871","2026-03-06T02:43:04Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/turns/turn_2.json","playtests","playtest_artifacts","agent_runs","5679","2026-03-06T02:43:46Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/turns/turn_3.json","playtests","playtest_artifacts","agent_runs","5997","2026-03-06T02:49:07Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/turns/turn_4.json","playtests","playtest_artifacts","agent_runs","5988","2026-03-06T02:49:37Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/turns/turn_5.json","playtests","playtest_artifacts","agent_runs","6286","2026-03-06T02:50:11Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/20260306t024249z/turns/turn_6.json","playtests","playtest_artifacts","agent_runs","6712","2026-03-06T02:50:59Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first/LATEST.txt","playtests","playtest_artifacts","agent_runs","16","2026-03-06T02:42:49Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/backend.err.log","playtests","playtest_artifacts","agent_runs","1101","2026-03-06T02:30:06Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/backend.out.log","playtests","playtest_artifacts","agent_runs","0","2026-03-06T02:30:05Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/backend.pid","playtests","playtest_artifacts","agent_runs","6","2026-03-06T02:30:05Z",".pid","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/bootstrap.json","playtests","playtest_artifacts","agent_runs","3813","2026-03-06T02:30:21Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/inbox/prompt_turn_1.md","playtests","playtest_artifacts","agent_runs","4747","2026-03-06T02:30:31Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/manifest.json","playtests","playtest_artifacts","agent_runs","1341","2026-03-06T02:31:09Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/session.txt","playtests","playtest_artifacts","agent_runs","26","2026-03-06T02:30:21Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023005z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4772","2026-03-06T02:30:21Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/backend.err.log","playtests","playtest_artifacts","agent_runs","1101","2026-03-06T02:31:23Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/backend.out.log","playtests","playtest_artifacts","agent_runs","0","2026-03-06T02:31:21Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/backend.pid","playtests","playtest_artifacts","agent_runs","6","2026-03-06T02:31:21Z",".pid","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/bootstrap.json","playtests","playtest_artifacts","agent_runs","3773","2026-03-06T02:31:36Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/decisions/decision_1.json","playtests","playtest_artifacts","agent_runs","333","2026-03-06T02:32:00Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/inbox/decision_1.json","playtests","playtest_artifacts","agent_runs","176","2026-03-06T02:31:46Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/manifest.json","playtests","playtest_artifacts","agent_runs","1341","2026-03-06T02:32:19Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/session.txt","playtests","playtest_artifacts","agent_runs","26","2026-03-06T02:31:36Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/summary.json","playtests","playtest_artifacts","agent_runs","132","2026-03-06T02:32:09Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/transcript.md","playtests","playtest_artifacts","agent_runs","1492","2026-03-06T02:32:09Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4743","2026-03-06T02:31:36Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/20260306t023121z/turns/turn_2.json","playtests","playtest_artifacts","agent_runs","5663","2026-03-06T02:32:00Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/api_first_smoke/LATEST.txt","playtests","playtest_artifacts","agent_runs","16","2026-03-06T02:31:21Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/backend.err.log","playtests","playtest_artifacts","agent_runs","1101","2026-03-06T02:01:27Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/backend.out.log","playtests","playtest_artifacts","agent_runs","0","2026-03-06T02:01:25Z",".log","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/backend.pid","playtests","playtest_artifacts","agent_runs","8","2026-03-06T02:01:25Z",".pid","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/bootstrap.json","playtests","playtest_artifacts","agent_runs","3902","2026-03-06T02:02:42Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_1.json","playtests","playtest_artifacts","agent_runs","378","2026-03-06T02:05:04Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_10.json","playtests","playtest_artifacts","agent_runs","292","2026-03-06T02:10:14Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_11.json","playtests","playtest_artifacts","agent_runs","433","2026-03-06T02:10:50Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_2.json","playtests","playtest_artifacts","agent_runs","398","2026-03-06T02:05:58Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_3.json","playtests","playtest_artifacts","agent_runs","411","2026-03-06T02:06:31Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_4.json","playtests","playtest_artifacts","agent_runs","311","2026-03-06T02:07:12Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_5.json","playtests","playtest_artifacts","agent_runs","412","2026-03-06T02:07:41Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_6.json","playtests","playtest_artifacts","agent_runs","321","2026-03-06T02:08:08Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_7.json","playtests","playtest_artifacts","agent_runs","375","2026-03-06T02:08:35Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_8.json","playtests","playtest_artifacts","agent_runs","385","2026-03-06T02:08:59Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/decisions/decision_9.json","playtests","playtest_artifacts","agent_runs","401","2026-03-06T02:09:31Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/session.txt","playtests","playtest_artifacts","agent_runs","16","2026-03-06T02:02:42Z",".txt","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/transcript.md","playtests","playtest_artifacts","agent_runs","9933","2026-03-06T02:11:17Z",".md","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_1.json","playtests","playtest_artifacts","agent_runs","4876","2026-03-06T02:03:01Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_10.json","playtests","playtest_artifacts","agent_runs","6671","2026-03-06T02:09:31Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_11.json","playtests","playtest_artifacts","agent_runs","6431","2026-03-06T02:10:14Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_12.json","playtests","playtest_artifacts","agent_runs","6547","2026-03-06T02:10:50Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_2.json","playtests","playtest_artifacts","agent_runs","5681","2026-03-06T02:05:04Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_3.json","playtests","playtest_artifacts","agent_runs","5870","2026-03-06T02:05:58Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_4.json","playtests","playtest_artifacts","agent_runs","6603","2026-03-06T02:06:31Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_5.json","playtests","playtest_artifacts","agent_runs","6252","2026-03-06T02:07:12Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
"playtests/agent_runs/mom_codex_manual/20260306t020125z/turns/turn_6.json","playtests","playtest_artifacts","agent_runs","6566","2026-03-06T02:07:41Z",".json","TBD","","","","","","generated_playtest_artifact_relocate"
